m_overallFrameIdentifier,m_tyresWear,m_tyresDamage,m_sessionUID,m_frameIdentifier,m_sessionTime,m_brakesDamage,m_frontLeftWingDamage,m_frontRightWingDamage,m_rearWingDamage,m_floorDamage,m_diffuserDamage,m_sidepodDamage,m_drsFault,m_ersFault,m_gearBoxDamage,m_engineDamage,m_engineMGUHWear,m_engineESWear,m_engineCEWear,m_engineICEWear,m_engineMGUKWear,m_engineTCWear,m_engineBlown,m_engineSeized
2419,"0,0,0,0","0,0,0,0",4122411239002253147,2419,57.38373947143555,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2425,"0,0,0,0","0,0,0,0",4122411239002253147,2425,57.483917236328125,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2431,"0,0,0,0","0,0,0,0",4122411239002253147,2431,57.58391571044922,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2437,"0,0,0,0","0,0,0,0",4122411239002253147,2437,57.68411636352539,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2443,"0,0,0,0","0,0,0,0",4122411239002253147,2443,57.7841911315918,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2449,"0,0,0,0","0,0,0,0",4122411239002253147,2449,57.88422775268555,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2455,"0,0,0,0","0,0,0,0",4122411239002253147,2455,57.984317779541016,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2461,"0,0,0,0","0,0,0,0",4122411239002253147,2461,58.08439636230469,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2467,"0,0,0,0","0,0,0,0",4122411239002253147,2467,58.184505462646484,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2473,"0,0,0,0","0,0,0,0",4122411239002253147,2473,58.28466796875,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2479,"0,0,0,0","0,0,0,0",4122411239002253147,2479,58.38473129272461,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2485,"0,0,0,0","0,0,0,0",4122411239002253147,2485,58.48479461669922,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2497,"0,0,0,0","0,0,0,0",4122411239002253147,2497,58.68509292602539,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2503,"0,0,0,0","0,0,0,0",4122411239002253147,2503,58.78522872924805,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2509,"0,0,0,0","0,0,0,0",4122411239002253147,2509,58.885189056396484,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2515,"0,0,0,0","0,0,0,0",4122411239002253147,2515,58.985267639160156,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2521,"0,0,0,0","0,0,0,0",4122411239002253147,2521,59.085506439208984,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2527,"0,0,0,0","0,0,0,0",4122411239002253147,2527,59.185462951660156,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2533,"0,0,0,0","0,0,0,0",4122411239002253147,2533,59.285587310791016,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2539,"0,0,0,0","0,0,0,0",4122411239002253147,2539,59.38565444946289,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2545,"0,0,0,0","0,0,0,0",4122411239002253147,2545,59.485748291015625,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2551,"0,0,0,0","0,0,0,0",4122411239002253147,2551,59.58586120605469,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2557,"0,0,0,0","0,0,0,0",4122411239002253147,2557,59.685977935791016,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2563,"0,0,0,0","0,0,0,0",4122411239002253147,2563,59.78608703613281,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2569,"0,0,0,0","0,0,0,0",4122411239002253147,2569,59.88615798950195,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2575,"0,0,0,0","0,0,0,0",4122411239002253147,2575,59.98625564575195,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2581,"0,0,0,0","0,0,0,0",4122411239002253147,2581,60.0864372253418,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2587,"0,0,0,0","0,0,0,0",4122411239002253147,2587,60.18653869628906,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2593,"0,0,0,0","0,0,0,0",4122411239002253147,2593,60.28660583496094,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2599,"0,0,0,0","0,0,0,0",4122411239002253147,2599,60.386714935302734,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2605,"0,0,0,0","0,0,0,0",4122411239002253147,2605,60.48676681518555,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2611,"0,0,0,0","0,0,0,0",4122411239002253147,2611,60.58684539794922,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2617,"0,0,0,0","0,0,0,0",4122411239002253147,2617,60.68703079223633,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2623,"0,0,0,0","0,0,0,0",4122411239002253147,2623,60.787147521972656,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2629,"0,0,0,0","0,0,0,0",4122411239002253147,2629,60.88720703125,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2635,"0,0,0,0","0,0,0,0",4122411239002253147,2635,60.98725891113281,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641,"0,0,0,0","0,0,0,0",4122411239002253147,2641,61.08742904663086,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2647,"0,0,0,0","0,0,0,0",4122411239002253147,2647,61.18745422363281,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2653,"0,0,0,0","0,0,0,0",4122411239002253147,2653,61.28759002685547,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2659,"0,0,0,0","0,0,0,0",4122411239002253147,2659,61.38774108886719,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2665,"0,0,0,0","0,0,0,0",4122411239002253147,2665,61.48778533935547,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2671,"0,0,0,0","0,0,0,0",4122411239002253147,2671,61.5878791809082,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2677,"0,0,0,0","0,0,0,0",4122411239002253147,2677,61.687931060791016,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2683,"0,0,0,0","0,0,0,0",4122411239002253147,2683,61.78809356689453,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2695,"0,0,0,0","0,0,0,0",4122411239002253147,2695,61.98825454711914,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2701,"0,0,0,0","0,0,0,0",4122411239002253147,2701,62.088375091552734,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2707,"0,0,0,0","0,0,0,0",4122411239002253147,2707,62.18852615356445,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2713,"0,0,0,0","0,0,0,0",4122411239002253147,2713,62.28858184814453,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2719,"0,0,0,0","0,0,0,0",4122411239002253147,2719,62.388694763183594,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2725,"0,0,0,0","0,0,0,0",4122411239002253147,2725,62.48876190185547,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2731,"0,0,0,0","0,0,0,0",4122411239002253147,2731,62.5888671875,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2737,"0,0,0,0","0,0,0,0",4122411239002253147,2737,62.68896484375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2743,"0,0,0,0","0,0,0,0",4122411239002253147,2743,62.78913116455078,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2749,"0,0,0,0","0,0,0,0",4122411239002253147,2749,62.88916778564453,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2755,"0,0,0,0","0,0,0,0",4122411239002253147,2755,62.989261627197266,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2761,"0,0,0,0","0,0,0,0",4122411239002253147,2761,63.08940887451172,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2767,"0,0,0,0","0,0,0,0",4122411239002253147,2767,63.18947982788086,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2773,"0,0,0,0","0,0,0,0",4122411239002253147,2773,63.28956985473633,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2779,"0,0,0,0","0,0,0,0",4122411239002253147,2779,63.38987731933594,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2785,"0,0,0,0","0,0,0,0",4122411239002253147,2785,63.489952087402344,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2791,"0,0,0,0","0,0,0,0",4122411239002253147,2791,63.58987045288086,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2797,"0,0,0,0","0,0,0,0",4122411239002253147,2797,63.68999099731445,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2803,"0,0,0,0","0,0,0,0",4122411239002253147,2803,63.79012680053711,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2809,"0,0,0,0","0,0,0,0",4122411239002253147,2809,63.89017105102539,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2815,"0,0,0,0","0,0,0,0",4122411239002253147,2815,63.99028778076172,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2821,"0,0,0,0","0,0,0,0",4122411239002253147,2821,64.0903549194336,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2827,"0,0,0,0","0,0,0,0",4122411239002253147,2827,64.19046020507812,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2833,"0,0,0,0","0,0,0,0",4122411239002253147,2833,64.29053497314453,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2839,"0,0,0,0","0,0,0,0",4122411239002253147,2839,64.39063262939453,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2845,"0,0,0,0","0,0,0,0",4122411239002253147,2845,64.49090576171875,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2851,"0,0,0,0","0,0,0,0",4122411239002253147,2851,64.5908203125,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2857,"0,0,0,0","0,0,0,0",4122411239002253147,2857,64.69091033935547,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2863,"0,0,0,0","0,0,0,0",4122411239002253147,2863,64.791015625,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2875,"0,0,0,0","0,0,0,0",4122411239002253147,2875,64.9911880493164,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2881,"0,0,0,0","0,0,0,0",4122411239002253147,2881,65.09132385253906,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2887,"0,0,0,0","0,0,0,0",4122411239002253147,2887,65.19142150878906,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2893,"0,0,0,0","0,0,0,0",4122411239002253147,2893,65.29153442382812,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2904,"0,0,0,0","0,0,0,0",4122411239002253147,2904,65.47503662109375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2910,"0,0,0,0","0,0,0,0",4122411239002253147,2910,65.57535552978516,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2916,"0,0,0,0","0,0,0,0",4122411239002253147,2916,65.67524719238281,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2922,"0,0,0,0","0,0,0,0",4122411239002253147,2922,65.77528381347656,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2928,"0,0,0,0","0,0,0,0",4122411239002253147,2928,65.8753662109375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2934,"0,0,0,0","0,0,0,0",4122411239002253147,2934,65.97550964355469,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2940,"0,0,0,0","0,0,0,0",4122411239002253147,2940,66.0756607055664,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2946,"0,0,0,0","0,0,0,0",4122411239002253147,2946,66.17569732666016,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2952,"0,0,0,0","0,0,0,0",4122411239002253147,2952,66.27577209472656,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2958,"0,0,0,0","0,0,0,0",4122411239002253147,2958,66.37588500976562,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2964,"0,0,0,0","0,0,0,0",4122411239002253147,2964,66.47601318359375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2970,"0,0,0,0","0,0,0,0",4122411239002253147,2970,66.5760726928711,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2976,"0,0,0,0","0,0,0,0",4122411239002253147,2976,66.67623138427734,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2982,"0,0,0,0","0,0,0,0",4122411239002253147,2982,66.77635192871094,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2988,"0,0,0,0","0,0,0,0",4122411239002253147,2988,66.87638854980469,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2994,"0,0,0,0","0,0,0,0",4122411239002253147,2994,66.97648620605469,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,"0,0,0,0","0,0,0,0",4122411239002253147,3000,67.07657623291016,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3006,"0,0,0,0","0,0,0,0",4122411239002253147,3006,67.1767578125,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3012,"0,0,0,0","0,0,0,0",4122411239002253147,3012,67.27677917480469,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3018,"0,0,0,0","0,0,0,0",4122411239002253147,3018,67.37696075439453,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3024,"0,0,0,0","0,0,0,0",4122411239002253147,3024,67.47698211669922,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3030,"0,0,0,0","0,0,0,0",4122411239002253147,3030,67.57713317871094,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3036,"0,0,0,0","0,0,0,0",4122411239002253147,3036,67.67723083496094,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3048,"0,0,0,0","0,0,0,0",4122411239002253147,3048,67.87736511230469,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3054,"0,0,0,0","0,0,0,0",4122411239002253147,3054,67.97755432128906,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3060,"0,0,0,0","0,0,0,0",4122411239002253147,3060,68.07760620117188,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3066,"0,0,0,0","0,0,0,0",4122411239002253147,3066,68.17765045166016,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3072,"0,0,0,0","0,0,0,0",4122411239002253147,3072,68.27774810791016,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3078,"0,0,0,0","0,0,0,0",4122411239002253147,3078,68.37786865234375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3084,"0,0,0,0","0,0,0,0",4122411239002253147,3084,68.4780044555664,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3090,"0,0,0,0","0,0,0,0",4122411239002253147,3090,68.57808685302734,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3096,"0,0,0,0","0,0,0,0",4122411239002253147,3096,68.67823028564453,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3102,"0,0,0,0","0,0,0,0",4122411239002253147,3102,68.7783203125,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3114,"0,0,0,0","0,0,0,0",4122411239002253147,3114,68.97853088378906,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3120,"0,0,0,0","0,0,0,0",4122411239002253147,3120,69.07854461669922,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3126,"0,0,0,0","0,0,0,0",4122411239002253147,3126,69.17869567871094,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3132,"0,0,0,0","0,0,0,0",4122411239002253147,3132,69.27872467041016,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3138,"0,0,0,0","0,0,0,0",4122411239002253147,3138,69.37895202636719,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3144,"0,0,0,0","0,0,0,0",4122411239002253147,3144,69.47899627685547,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3150,"0,0,0,0","0,0,0,0",4122411239002253147,3150,69.57899475097656,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3156,"0,0,0,0","0,0,0,0",4122411239002253147,3156,69.67916870117188,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3162,"0,0,0,0","0,0,0,0",4122411239002253147,3162,69.77921295166016,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3168,"0,0,0,0","0,0,0,0",4122411239002253147,3168,69.87932586669922,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3174,"0,0,0,0","0,0,0,0",4122411239002253147,3174,69.97943878173828,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3180,"0,0,0,0","0,0,0,0",4122411239002253147,3180,70.07950592041016,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3186,"0,0,0,0","0,0,0,0",4122411239002253147,3186,70.17958068847656,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3192,"0,0,0,0","0,0,0,0",4122411239002253147,3192,70.27979278564453,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3198,"0,0,0,0","0,0,0,0",4122411239002253147,3198,70.37985229492188,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3204,"0,0,0,0","0,0,0,0",4122411239002253147,3204,70.4800033569336,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3210,"0,0,0,0","0,0,0,0",4122411239002253147,3210,70.58013153076172,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3216,"0,0,0,0","0,0,0,0",4122411239002253147,3216,70.68018341064453,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3222,"0,0,0,0","0,0,0,0",4122411239002253147,3222,70.78038024902344,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3228,"0,0,0,0","0,0,0,0",4122411239002253147,3228,70.88028717041016,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3234,"0,0,0,0","0,0,0,0",4122411239002253147,3234,70.98041534423828,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3240,"0,0,0,0","0,0,0,0",4122411239002253147,3240,71.08055877685547,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3246,"0,0,0,0","0,0,0,0",4122411239002253147,3246,71.18058013916016,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3252,"0,0,0,0","0,0,0,0",4122411239002253147,3252,71.28067779541016,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3258,"0,0,0,0","0,0,0,0",4122411239002253147,3258,71.38079833984375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3264,"0,0,0,0","0,0,0,0",4122411239002253147,3264,71.48092651367188,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3270,"0,0,0,0","0,0,0,0",4122411239002253147,3270,71.58110809326172,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3276,"0,0,0,0","0,0,0,0",4122411239002253147,3276,71.68114471435547,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3282,"0,0,0,0","0,0,0,0",4122411239002253147,3282,71.7812728881836,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3288,"0,0,0,0","0,0,0,0",4122411239002253147,3288,71.88126373291016,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3294,"0,0,0,0","0,0,0,0",4122411239002253147,3294,71.98138427734375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3300,"0,0,0,0","0,0,0,0",4122411239002253147,3300,72.08148956298828,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3306,"0,0,0,0","0,0,0,0",4122411239002253147,3306,72.18156433105469,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3312,"0,0,0,0","0,0,0,0",4122411239002253147,3312,72.28166961669922,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3318,"0,0,0,0","0,0,0,0",4122411239002253147,3318,72.3817367553711,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3324,"0,0,0,0","0,0,0,0",4122411239002253147,3324,72.48191833496094,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3330,"0,0,0,0","0,0,0,0",4122411239002253147,3330,72.58200073242188,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3342,"0,0,0,0","0,0,0,0",4122411239002253147,3342,72.7822036743164,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3348,"0,0,0,0","0,0,0,0",4122411239002253147,3348,72.88224792480469,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3354,"0,0,0,0","0,0,0,0",4122411239002253147,3354,72.98235321044922,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3360,"0,0,0,0","0,0,0,0",4122411239002253147,3360,73.08247375488281,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3366,"0,0,0,0","0,0,0,0",4122411239002253147,3366,73.1825180053711,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3372,"0,0,0,0","0,0,0,0",4122411239002253147,3372,73.28263092041016,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3378,"0,0,0,0","0,0,0,0",4122411239002253147,3378,73.38276672363281,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3384,"0,0,0,0","0,0,0,0",4122411239002253147,3384,73.48299407958984,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3390,"0,0,0,0","0,0,0,0",4122411239002253147,3390,73.58296966552734,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3396,"0,0,0,0","0,0,0,0",4122411239002253147,3396,73.68307495117188,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3402,"0,0,0,0","0,0,0,0",4122411239002253147,3402,73.78314208984375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3408,"0,0,0,0","0,0,0,0",4122411239002253147,3408,73.88321685791016,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3414,"0,0,0,0","0,0,0,0",4122411239002253147,3414,73.9834213256836,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3420,"0,0,0,0","0,0,0,0",4122411239002253147,3420,74.08345031738281,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3426,"0,0,0,0","0,0,0,0",4122411239002253147,3426,74.18354797363281,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3432,"0,0,0,0","0,0,0,0",4122411239002253147,3432,74.28363037109375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
