m_overallFrameIdentifier,m_tyresWear,m_tyresDamage,m_sessionUID,m_frameIdentifier,m_sessionTime,m_brakesDamage,m_frontLeftWingDamage,m_frontRightWingDamage,m_rearWingDamage,m_floorDamage,m_diffuserDamage,m_sidepodDamage,m_drsFault,m_ersFault,m_gearBoxDamage,m_engineDamage,m_engineMGUHWear,m_engineESWear,m_engineCEWear,m_engineICEWear,m_engineMGUKWear,m_engineTCWear,m_engineBlown,m_engineSeized
23734,"0,0,0,0","0,0,0,0",4122411239002253147,23734,412.98248291015625,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23740,"0,0,0,0","0,0,0,0",4122411239002253147,23740,413.0825500488281,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23746,"0,0,0,0","0,0,0,0",4122411239002253147,23746,413.1826477050781,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23752,"0,0,0,0","0,0,0,0",4122411239002253147,23752,413.2827453613281,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23758,"0,0,0,0","0,0,0,0",4122411239002253147,23758,413.38299560546875,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23764,"0,0,0,0","0,0,0,0",4122411239002253147,23764,413.4829406738281,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23770,"0,0,0,0","0,0,0,0",4122411239002253147,23770,413.5830993652344,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23776,"0,0,0,0","0,0,0,0",4122411239002253147,23776,413.68310546875,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23782,"0,0,0,0","0,0,0,0",4122411239002253147,23782,413.783203125,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23788,"0,0,0,0","0,0,0,0",4122411239002253147,23788,413.8833923339844,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23800,"0,0,0,0","0,0,0,0",4122411239002253147,23800,414.0835266113281,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23806,"0,0,0,0","0,0,0,0",4122411239002253147,23806,414.1836242675781,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23812,"0,0,0,0","0,0,0,0",4122411239002253147,23812,414.2837219238281,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23818,"0,0,0,0","0,0,0,0",4122411239002253147,23818,414.3838195800781,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23824,"0,0,0,0","0,0,0,0",4122411239002253147,23824,414.48388671875,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23830,"0,0,0,0","0,0,0,0",4122411239002253147,23830,414.583984375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23836,"0,0,0,0","0,0,0,0",4122411239002253147,23836,414.68408203125,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23848,"0,0,0,0","0,0,0,0",4122411239002253147,23848,414.88427734375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23854,"0,0,0,0","0,0,0,0",4122411239002253147,23854,414.98443603515625,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23860,"0,0,0,0","0,0,0,0",4122411239002253147,23860,415.0845031738281,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23866,"0,0,0,0","0,0,0,0",4122411239002253147,23866,415.18463134765625,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23872,"0,0,0,0","0,0,0,0",4122411239002253147,23872,415.28472900390625,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23878,"0,0,0,0","0,0,0,0",4122411239002253147,23878,415.3847961425781,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23884,"0,0,0,0","0,0,0,0",4122411239002253147,23884,415.4849548339844,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23890,"0,0,0,0","0,0,0,0",4122411239002253147,23890,415.5849914550781,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23896,"0,0,0,0","0,0,0,0",4122411239002253147,23896,415.6850891113281,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23902,"0,0,0,0","0,0,0,0",4122411239002253147,23902,415.7852478027344,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23907,"0,0,0,0","0,0,0,0",4122411239002253147,23907,415.8686218261719,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23914,"0,0,0,0","0,0,0,0",4122411239002253147,23914,415.98541259765625,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23919,"0,0,0,0","0,0,0,0",4122411239002253147,23919,416.0688171386719,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23925,"0,0,0,0","0,0,0,0",4122411239002253147,23925,416.1689147949219,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23931,"0,0,0,0","0,0,0,0",4122411239002253147,23931,416.2690734863281,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23937,"0,0,0,0","0,0,0,0",4122411239002253147,23937,416.369140625,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23943,"0,0,0,0","0,0,0,0",4122411239002253147,23943,416.4692687988281,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23949,"0,0,0,0","0,0,0,0",4122411239002253147,23949,416.5693664550781,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23955,"0,0,0,0","0,0,0,0",4122411239002253147,23955,416.66943359375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23961,"0,0,0,0","0,0,0,0",4122411239002253147,23961,416.76947021484375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23967,"0,0,0,0","0,0,0,0",4122411239002253147,23967,416.86962890625,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23973,"0,0,0,0","0,0,0,0",4122411239002253147,23973,416.9697265625,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23979,"0,0,0,0","0,0,0,0",4122411239002253147,23979,417.0698547363281,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23985,"0,0,0,0","0,0,0,0",4122411239002253147,23985,417.169921875,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23991,"0,0,0,0","0,0,0,0",4122411239002253147,23991,417.26995849609375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23997,"0,0,0,0","0,0,0,0",4122411239002253147,23997,417.3700866699219,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24003,"0,0,0,0","0,0,0,0",4122411239002253147,24003,417.47015380859375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24009,"0,0,0,0","0,0,0,0",4122411239002253147,24009,417.5702819824219,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24015,"0,0,0,0","0,0,0,0",4122411239002253147,24015,417.67034912109375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24021,"0,0,0,0","0,0,0,0",4122411239002253147,24021,417.7704772949219,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24027,"0,0,0,0","0,0,0,0",4122411239002253147,24027,417.87060546875,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24033,"0,0,0,0","0,0,0,0",4122411239002253147,24033,417.970703125,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24039,"0,0,0,0","0,0,0,0",4122411239002253147,24039,418.0707702636719,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24051,"0,0,0,0","0,0,0,0",4122411239002253147,24051,418.27099609375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24063,"0,0,0,0","0,0,0,0",4122411239002253147,24063,418.47113037109375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24069,"0,0,0,0","0,0,0,0",4122411239002253147,24069,418.5712585449219,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24081,"0,0,0,0","0,0,0,0",4122411239002253147,24081,418.7714538574219,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24087,"0,0,0,0","0,0,0,0",4122411239002253147,24087,418.87158203125,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24093,"0,0,0,0","0,0,0,0",4122411239002253147,24093,418.9716491699219,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24099,"0,0,0,0","0,0,0,0",4122411239002253147,24099,419.07177734375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24105,"0,0,0,0","0,0,0,0",4122411239002253147,24105,419.1718444824219,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24111,"0,0,0,0","0,0,0,0",4122411239002253147,24111,419.2719421386719,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24117,"0,0,0,0","0,0,0,0",4122411239002253147,24117,419.3720703125,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24123,"0,0,0,0","0,0,0,0",4122411239002253147,24123,419.4721374511719,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24129,"0,0,0,0","0,0,0,0",4122411239002253147,24129,419.5722961425781,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24141,"0,0,0,0","0,0,0,0",4122411239002253147,24141,419.77252197265625,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24147,"0,0,0,0","0,0,0,0",4122411239002253147,24147,419.8725280761719,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24153,"0,0,0,0","0,0,0,0",4122411239002253147,24153,419.97265625,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24159,"0,0,0,0","0,0,0,0",4122411239002253147,24159,420.0727844238281,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24165,"0,0,0,0","0,0,0,0",4122411239002253147,24165,420.1728820800781,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24171,"0,0,0,0","0,0,0,0",4122411239002253147,24171,420.2729797363281,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24177,"0,0,0,0","0,0,0,0",4122411239002253147,24177,420.37298583984375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24183,"0,0,0,0","0,0,0,0",4122411239002253147,24183,420.47320556640625,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24189,"0,0,0,0","0,0,0,0",4122411239002253147,24189,420.5732727050781,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24195,"0,0,0,0","0,0,0,0",4122411239002253147,24195,420.67333984375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24201,"0,0,0,0","0,0,0,0",4122411239002253147,24201,420.7734375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24207,"0,0,0,0","0,0,0,0",4122411239002253147,24207,420.8735656738281,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24213,"0,0,0,0","0,0,0,0",4122411239002253147,24213,420.97369384765625,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24219,"0,0,0,0","0,0,0,0",4122411239002253147,24219,421.07373046875,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24225,"0,0,0,0","0,0,0,0",4122411239002253147,24225,421.173828125,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24231,"0,0,0,0","0,0,0,0",4122411239002253147,24231,421.2739562988281,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24237,"0,0,0,0","0,0,0,0",4122411239002253147,24237,421.3740234375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24243,"0,0,0,0","0,0,0,0",4122411239002253147,24243,421.47412109375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24249,"0,0,0,0","0,0,0,0",4122411239002253147,24249,421.5742492675781,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24255,"0,0,0,0","0,0,0,0",4122411239002253147,24255,421.67431640625,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24261,"0,0,0,0","0,0,0,0",4122411239002253147,24261,421.7744445800781,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24267,"0,0,0,0","0,0,0,0",4122411239002253147,24267,421.87451171875,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24273,"0,0,0,0","0,0,0,0",4122411239002253147,24273,421.974609375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24279,"0,0,0,0","0,0,0,0",4122411239002253147,24279,422.07470703125,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24285,"0,0,0,0","0,0,0,0",4122411239002253147,24285,422.1748046875,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24291,"0,0,0,0","0,0,0,0",4122411239002253147,24291,422.2748718261719,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24297,"0,0,0,0","0,0,0,0",4122411239002253147,24297,422.3749694824219,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24303,"0,0,0,0","0,0,0,0",4122411239002253147,24303,422.4750671386719,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24309,"0,0,0,0","0,0,0,0",4122411239002253147,24309,422.57525634765625,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24315,"0,0,0,0","0,0,0,0",4122411239002253147,24315,422.67529296875,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24321,"0,0,0,0","0,0,0,0",4122411239002253147,24321,422.775390625,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24333,"0,0,0,0","0,0,0,0",4122411239002253147,24333,422.9755554199219,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24339,"0,0,0,0","0,0,0,0",4122411239002253147,24339,423.07568359375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24345,"0,0,0,0","0,0,0,0",4122411239002253147,24345,423.17578125,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24351,"0,0,0,0","0,0,0,0",4122411239002253147,24351,423.27587890625,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24357,"0,0,0,0","0,0,0,0",4122411239002253147,24357,423.3759460449219,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24363,"0,0,0,0","0,0,0,0",4122411239002253147,24363,423.47601318359375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24369,"0,0,0,0","0,0,0,0",4122411239002253147,24369,423.5761413574219,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24375,"0,0,0,0","0,0,0,0",4122411239002253147,24375,423.67626953125,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24381,"0,0,0,0","0,0,0,0",4122411239002253147,24381,423.7763671875,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24387,"0,0,0,0","0,0,0,0",4122411239002253147,24387,423.8764953613281,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24393,"0,0,0,0","0,0,0,0",4122411239002253147,24393,423.9765625,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24399,"0,0,0,0","0,0,0,0",4122411239002253147,24399,424.0767517089844,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24405,"0,0,0,0","0,0,0,0",4122411239002253147,24405,424.1767272949219,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24411,"0,0,0,0","0,0,0,0",4122411239002253147,24411,424.27685546875,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24417,"0,0,0,0","0,0,0,0",4122411239002253147,24417,424.37689208984375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24429,"0,0,0,0","0,0,0,0",4122411239002253147,24429,424.5771484375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24435,"0,0,0,0","0,0,0,0",4122411239002253147,24435,424.6772155761719,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24441,"0,0,0,0","0,0,0,0",4122411239002253147,24441,424.7773132324219,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24447,"0,0,0,0","0,0,0,0",4122411239002253147,24447,424.87744140625,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24453,"0,0,0,0","0,0,0,0",4122411239002253147,24453,424.9775695800781,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24459,"0,0,0,0","0,0,0,0",4122411239002253147,24459,425.07769775390625,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24465,"0,0,0,0","0,0,0,0",4122411239002253147,24465,425.1777038574219,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24471,"0,0,0,0","0,0,0,0",4122411239002253147,24471,425.27783203125,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24477,"0,0,0,0","0,0,0,0",4122411239002253147,24477,425.3778991699219,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24483,"0,0,0,0","0,0,0,0",4122411239002253147,24483,425.47802734375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24489,"0,0,0,0","0,0,0,0",4122411239002253147,24489,425.5781555175781,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24495,"0,0,0,0","0,0,0,0",4122411239002253147,24495,425.67828369140625,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24501,"0,0,0,0","0,0,0,0",4122411239002253147,24501,425.7783203125,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24507,"0,0,0,0","0,0,0,0",4122411239002253147,24507,425.87841796875,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24525,"0,0,0,0","0,0,0,0",4122411239002253147,24525,426.1787109375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24531,"0,0,0,0","0,0,0,0",4122411239002253147,24531,426.27880859375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24537,"0,0,0,0","0,0,0,0",4122411239002253147,24537,426.37890625,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24543,"0,0,0,0","0,0,0,0",4122411239002253147,24543,426.47900390625,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24549,"0,0,0,0","0,0,0,0",4122411239002253147,24549,426.5791320800781,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24555,"0,0,0,0","0,0,0,0",4122411239002253147,24555,426.67926025390625,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24561,"0,0,0,0","0,0,0,0",4122411239002253147,24561,426.77935791015625,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24567,"0,0,0,0","0,0,0,0",4122411239002253147,24567,426.8794250488281,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24573,"0,0,0,0","0,0,0,0",4122411239002253147,24573,426.9794921875,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24579,"0,0,0,0","0,0,0,0",4122411239002253147,24579,427.0795593261719,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24585,"0,0,0,0","0,0,0,0",4122411239002253147,24585,427.1798095703125,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24591,"0,0,0,0","0,0,0,0",4122411239002253147,24591,427.2798156738281,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24597,"0,0,0,0","0,0,0,0",4122411239002253147,24597,427.3799133300781,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24603,"0,0,0,0","0,0,0,0",4122411239002253147,24603,427.4799499511719,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24609,"0,0,0,0","0,0,0,0",4122411239002253147,24609,427.580078125,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24615,"0,0,0,0","0,0,0,0",4122411239002253147,24615,427.6802062988281,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24621,"0,0,0,0","0,0,0,0",4122411239002253147,24621,427.7802429199219,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24627,"0,0,0,0","0,0,0,0",4122411239002253147,24627,427.88037109375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24633,"0,0,0,0","0,0,0,0",4122411239002253147,24633,427.98046875,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24639,"0,0,0,0","0,0,0,0",4122411239002253147,24639,428.0805969238281,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24645,"0,0,0,0","0,0,0,0",4122411239002253147,24645,428.1806945800781,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24651,"0,0,0,0","0,0,0,0",4122411239002253147,24651,428.28076171875,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24657,"0,0,0,0","0,0,0,0",4122411239002253147,24657,428.3808288574219,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24663,"0,0,0,0","0,0,0,0",4122411239002253147,24663,428.4809875488281,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24669,"0,0,0,0","0,0,0,0",4122411239002253147,24669,428.5811462402344,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24675,"0,0,0,0","0,0,0,0",4122411239002253147,24675,428.68115234375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24681,"0,0,0,0","0,0,0,0",4122411239002253147,24681,428.7812194824219,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24693,"0,0,0,0","0,0,0,0",4122411239002253147,24693,428.9814758300781,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24699,"0,0,0,0","0,0,0,0",4122411239002253147,24699,429.0816650390625,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24705,"0,0,0,0","0,0,0,0",4122411239002253147,24705,429.1816711425781,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24711,"0,0,0,0","0,0,0,0",4122411239002253147,24711,429.28179931640625,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24717,"0,0,0,0","0,0,0,0",4122411239002253147,24717,429.3818664550781,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24723,"0,0,0,0","0,0,0,0",4122411239002253147,24723,429.48199462890625,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24729,"0,0,0,0","0,0,0,0",4122411239002253147,24729,429.5821228027344,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24735,"0,0,0,0","0,0,0,0",4122411239002253147,24735,429.6822509765625,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24741,"0,0,0,0","0,0,0,0",4122411239002253147,24741,429.7822570800781,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24747,"0,0,0,0","0,0,0,0",4122411239002253147,24747,429.8825378417969,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24753,"0,0,0,0","0,0,0,0",4122411239002253147,24753,429.9825134277344,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24759,"0,0,0,0","0,0,0,0",4122411239002253147,24759,430.08258056640625,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24765,"0,0,0,0","0,0,0,0",4122411239002253147,24765,430.1827392578125,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24771,"0,0,0,0","0,0,0,0",4122411239002253147,24771,430.2828063964844,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24777,"0,0,0,0","0,0,0,0",4122411239002253147,24777,430.3829040527344,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
